epoch,step,test/AP/Stenosis,test/F1,test/loss,test/mAP_50,test/mAP_50_95,test/mAP_75,test/mAR,test/precision,test/recall,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/Stenosis,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0769230357254855e-05,1.0769230357254855e-05,3.48122284776764e-07,,,,,,,,,,,,
0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2620641427929513e-05,0.004409333225339651,7.279208512045443e-05,1.4349758203024976e-05,0.004226475488394499,8.652909278869629,5.722013156628236e-05,1.2620641427929513e-05,5.749704087065766e-06,0.0051834131591022015,0.0024916944094002247,0.019138755276799202
0,90,,,,,,,,,,1.7265840768814087,11.017390251159668,7.206783771514893,653.3178100585938,99.99470520019531,11.13348388671875,0.1147058978676796,0.14627870917320251,0.12875621020793915,0.15122269093990326,0.4874429702758789,0.4336397051811218,0.46058183908462524,0.4314863085746765,0.7808573842048645,0.8486555218696594,0.8038815259933472,0.8743624687194824,,,,,,,,,,,,,,,
1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1758241928182542e-05,2.1758241928182542e-05,7.033491442598461e-07,,,,,,,,,,,,
1,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2747251680120826e-05,3.2747251680120826e-05,1.0585760037429282e-06,,,,,,,,,,,,
1,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013644690625369549,0.02574770338833332,0.006685364991426468,0.0013869646936655045,0.18317385017871857,8.826770782470703,0.006645337678492069,0.0013644690625369549,8.621309098089114e-05,0.17767144739627838,0.014279494993388653,0.13078150153160095
1,181,,,,,,,,,,2316.660888671875,2521.927978515625,2344.795166015625,3067.380615234375,38.749473571777344,8.759589195251465,0.05044817179441452,0.05409742891788483,0.05248478427529335,0.0566219836473465,0.910190999507904,0.8601434230804443,0.8826347589492798,0.7963829636573792,0.5068703293800354,0.5338324904441833,0.5218532085418701,0.5584319829940796,,,,,,,,,,,,,,,
2,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3736265070037916e-05,4.3736265070037916e-05,1.4138028063825914e-06,,,,,,,,,,,,
2,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47252748219762e-05,5.47252748219762e-05,1.7690296090222546e-06,,,,,,,,,,,,
2,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009257328696548939,0.11650485545396805,0.0720086321234703,0.014941668137907982,0.2248803824186325,8.695548057556152,0.047504957765340805,0.009257328696548939,0.0005841358215548098,0.19393938779830933,0.13861386477947235,0.10047847032546997
2,272,,,,,,,,,,3895.8134765625,3887.840576171875,3871.623291015625,3896.2216796875,0.00794528890401125,8.354660987854004,0.040578443557024,0.04079194366931915,0.04065525531768799,0.043051827698946,0.9974796772003174,0.9966453313827515,0.9968134164810181,0.980979323387146,0.436178594827652,0.44185978174209595,0.4388252794742584,0.4618138372898102,,,,,,,,,,,,,,,
3,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.571428821189329e-05,6.571428821189329e-05,2.1242565253487555e-06,,,,,,,,,,,,
3,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.670329796383157e-05,7.670329796383157e-05,2.4794833279884188e-06,,,,,,,,,,,,
3,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03575463593006134,0.22722512483596802,0.13377343118190765,0.03467698395252228,0.23221690952777863,8.668658256530762,0.14032509922981262,0.03575463593006134,0.010845611803233624,0.22368420660495758,0.33079269528388977,0.17304624617099762
3,363,,,,,,,,,,3883.489013671875,3854.025390625,3827.21923828125,3895.994384765625,-1.4712330766997184e-06,8.05718994140625,0.03975244238972664,0.03826409950852394,0.039109889417886734,0.040591057389974594,0.9285246133804321,0.9565624594688416,0.9384213089942932,0.9574869871139526,0.43732017278671265,0.42638278007507324,0.43319547176361084,0.44690370559692383,,,,,,,,,,,,,,,
4,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.769230771576986e-05,8.769230771576986e-05,2.834710130628082e-06,,,,,,,,,,,,
4,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.868131746770814e-05,9.868131746770814e-05,3.189936933267745e-06,,,,,,,,,,,,
4,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04814719036221504,0.263896107673645,0.1792323738336563,0.046810224652290344,0.24784688651561737,8.677650451660156,0.183466836810112,0.04814719036221504,0.011777696199715137,0.2441786229610443,0.378539502620697,0.20255182683467865
4,454,,,,,,,,,,3864.956298828125,3812.404296875,3809.20458984375,3894.9287109375,-1.4081803101362311e-06,7.697891712188721,0.03744811192154884,0.03550170734524727,0.036749787628650665,0.03737647458910942,0.8727959394454956,0.9237670302391052,0.8891703486442566,0.9262570142745972,0.42529648542404175,0.406249076128006,0.4191451966762543,0.42457160353660583,,,,,,,,,,,,,,,
5,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999360918300226e-05,9.999360918300226e-05,3.232357585147838e-06,,,,,,,,,,,,
5,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04714658483862877,0.2552362382411957,0.18844303488731384,0.05056057870388031,0.26403507590293884,8.589964866638184,0.16495385766029358,0.04714658483862877,0.012171422131359577,0.26148325204849243,0.3279098868370056,0.20893141627311707
5,545,,,,,,,,,,3854.872314453125,3814.69775390625,3805.092529296875,3894.346435546875,0.002647378947585821,7.380546569824219,0.036082927137613297,0.03377337381243706,0.03523733839392662,0.034953560680150986,0.8139677047729492,0.8854763507843018,0.8335292339324951,0.9105126857757568,0.41554027795791626,0.39235222339630127,0.40863803029060364,0.4018825888633728,,,,,,,,,,,,,,,
6,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.997082815971226e-05,9.997082815971226e-05,3.231621349186753e-06,,,,,,,,,,,,
6,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.993155254051089e-05,9.993155254051089e-05,3.230351694583078e-06,,,,,,,,,,,,
6,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034096214920282364,0.24436429142951965,0.17532683908939362,0.04704803228378296,0.2554226517677307,8.685930252075195,0.13192714750766754,0.034096214920282364,0.010870902799069881,0.2508772015571594,0.28112033009529114,0.21610845625400543
6,636,,,,,,,,,,3834.33642578125,3752.317138671875,3766.85595703125,3892.39453125,-1.4712330766997184e-06,7.092285633087158,0.033813320100307465,0.032772764563560486,0.03364387899637222,0.03277827799320221,0.7748695611953735,0.8335415720939636,0.7845055460929871,0.889258861541748,0.3994285762310028,0.388147234916687,0.3978482484817505,0.38711270689964294,,,,,,,,,,,,,,,
7,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98757968773134e-05,9.98757968773134e-05,3.2285493034578394e-06,,,,,,,,,,,,
7,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98035684460774e-05,9.98035684460774e-05,3.226214403184713e-06,,,,,,,,,,,,
7,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04721519723534584,0.2524636387825012,0.16555549204349518,0.045183125883340836,0.25725677609443665,8.661571502685547,0.15824930369853973,0.04721519723534584,0.013564077205955982,0.27137160301208496,0.30672746896743774,0.21451355516910553
7,727,,,,,,,,,,3821.111572265625,3744.179443359375,3771.6865234375,3887.4951171875,0.01589156687259674,6.796773433685303,0.031741075217723846,0.031699568033218384,0.03175990656018257,0.03073495626449585,0.7380969524383545,0.7848371267318726,0.7485710382461548,0.876785159111023,0.3805481493473053,0.37941765785217285,0.3817124664783478,0.36772432923316956,,,,,,,,,,,,,,,
8,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.971490362659097e-05,9.971490362659097e-05,3.223348358005751e-06,,,,,,,,,,,,
8,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.960982424672693e-05,9.960982424672693e-05,3.219951395294629e-06,,,,,,,,,,,,
8,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046560417860746384,0.24809354543685913,0.17423246800899506,0.04962765797972679,0.26076555252075195,8.468433380126953,0.16199690103530884,0.046560417860746384,0.01402985118329525,0.2544656991958618,0.34221598505973816,0.19457735121250153
8,818,,,,,,,,,,3814.604736328125,3708.714111328125,3753.010009765625,3885.658447265625,-1.6183564639504766e-06,6.647156238555908,0.03163368999958038,0.031817369163036346,0.031561288982629776,0.030455103144049644,0.7124658226966858,0.748697817325592,0.7220916152000427,0.8543980121612549,0.375956267118454,0.37716758251190186,0.37544700503349304,0.36251091957092285,,,,,,,,,,,,,,,
9,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.948836668627337e-05,9.948836668627337e-05,3.2160253340407507e-06,,,,,,,,,,,,
9,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.935056732501835e-05,9.935056732501835e-05,3.2115708563651424e-06,,,,,,,,,,,,
9,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045657675713300705,0.2669903039932251,0.17856279015541077,0.0498434379696846,0.26267942786216736,8.883347511291504,0.17568951845169067,0.045657675713300705,0.006661956664174795,0.24960127472877502,0.34119105339050293,0.21929824352264404
9,909,,,,,,,,,,3817.4833984375,3801.299560546875,3797.287841796875,3885.96484375,-1.3661450566360145e-06,6.478940486907959,0.030083073303103447,0.030064594000577927,0.030073314905166626,0.028802217915654182,0.6993083357810974,0.7332755327224731,0.7089706063270569,0.8452718257904053,0.3656984567642212,0.3653853237628937,0.36598798632621765,0.3514285385608673,,,,,,,,,,,,,,,
10,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.919647709466517e-05,9.919647709466517e-05,3.2065897812572075e-06,,,,,,,,,,,,
10,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.902614692691714e-05,9.902614692691714e-05,3.201083700332674e-06,,,,,,,,,,,,
10,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04194459691643715,0.23166023194789886,0.17306649684906006,0.04965636879205704,0.2631579041481018,9.012432098388672,0.14731991291046143,0.04194459691643715,0.00853273831307888,0.26953747868537903,0.29339852929115295,0.19138756394386292
10,1000,,,,,,,,,,3755.071533203125,3816.665283203125,3790.24853515625,3883.247314453125,-1.5342859569500433e-06,6.31531286239624,0.0288563035428524,0.02937132678925991,0.029043326154351234,0.028309106826782227,0.6827604174613953,0.710934579372406,0.6896834373474121,0.8263522982597351,0.35403767228126526,0.3576390743255615,0.35567110776901245,0.34649333357810974,,,,,,,,,,,,,,,
11,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.883963502943516e-05,9.883963502943516e-05,3.1950546599546215e-06,,,,,,,,,,,,
11,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0359283983707428,0.23152709007263184,0.1717446744441986,0.04759660363197327,0.2625199258327484,8.886157035827637,0.1360907107591629,0.0359283983707428,0.003752687945961952,0.2313397079706192,0.2385786771774292,0.2248803824186325
11,1091,,,,,,,,,,3683.947021484375,3803.597900390625,3745.552734375,3879.80712890625,0.003971762023866177,6.213053226470947,0.0284483153373003,0.028871428221464157,0.02856697514653206,0.02770143561065197,0.6699273586273193,0.6934395432472229,0.6755889654159546,0.8136455416679382,0.34994617104530334,0.35319438576698303,0.35110190510749817,0.342012882232666,,,,,,,,,,,,,,,
12,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.863699233392254e-05,9.863699233392254e-05,3.188504024365102e-06,,,,,,,,,,,,
12,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.841829159995541e-05,9.841829159995541e-05,3.181434522048221e-06,,,,,,,,,,,,
12,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04042600095272064,0.2206776738166809,0.16361857950687408,0.04446785897016525,0.259968101978302,8.896049499511719,0.1418999582529068,0.04042600095272064,0.012454631738364697,0.2590909004211426,0.24236641824245453,0.20255182683467865
12,1182,,,,,,,,,,3648.4365234375,3835.60595703125,3782.381103515625,3881.3466796875,-1.1769865295718773e-06,6.0795063972473145,0.027378704398870468,0.02803504280745983,0.027659401297569275,0.026870746165513992,0.6593613624572754,0.6816628575325012,0.6645361185073853,0.801984965801239,0.33973053097724915,0.34516027569770813,0.3426176607608795,0.3336127698421478,,,,,,,,,,,,,,,
13,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.818361286306754e-05,9.818361286306754e-05,3.1738481993670575e-06,,,,,,,,,,,,
13,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.793302160687745e-05,9.793302160687745e-05,3.165747784805717e-06,,,,,,,,,,,,
13,1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03929640352725983,0.23876652121543884,0.16670651733875275,0.045436564832925797,0.2634768784046173,8.822182655334473,0.1445120871067047,0.03929640352725983,0.012080863118171692,0.24274322390556335,0.26673227548599243,0.21610845625400543
13,1273,,,,,,,,,,3500.274169921875,3831.643310546875,3758.00439453125,3873.751708984375,-1.5973388372003683e-06,5.964622974395752,0.02657189406454563,0.0270374845713377,0.0267542265355587,0.026604896411299706,0.6511760950088501,0.671364426612854,0.6561047434806824,0.7863655090332031,0.33218714594841003,0.3354779779911041,0.3338218927383423,0.3308975100517273,,,,,,,,,,,,,,,
14,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.766661241883412e-05,9.766661241883412e-05,3.157135779474629e-06,,,,,,,,,,,,
14,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73844580585137e-05,9.73844580585137e-05,3.1480151392315747e-06,,,,,,,,,,,,
14,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04713458940386772,0.2723880708217621,0.15664422512054443,0.043489228934049606,0.25622010231018066,9.189732551574707,0.17586961388587952,0.04713458940386772,0.008877848275005817,0.25526314973831177,0.3280898928642273,0.23285485804080963
14,1364,,,,,,,,,,3437.064697265625,3826.2431640625,3773.158447265625,3871.7314453125,0.001323227072134614,5.911868572235107,0.026430442929267883,0.02698749117553234,0.026688894256949425,0.02637920156121254,0.6464208364486694,0.6624444127082825,0.6497563719749451,0.7734014987945557,0.32951435446739197,0.33438345789909363,0.33142077922821045,0.32838985323905945,,,,,,,,,,,,,,,
15,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.70866676652804e-05,9.70866676652804e-05,3.1383888199343346e-06,,,,,,,,,,,,
15,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.677332855062559e-05,9.677332855062559e-05,3.1282597774406895e-06,,,,,,,,,,,,
15,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038826633244752884,0.2515670657157898,0.1614723652601242,0.04460666701197624,0.2645135521888733,8.983170509338379,0.1525324285030365,0.038826633244752884,0.00534667307510972,0.25406697392463684,0.2642669081687927,0.240031898021698
15,1455,,,,,,,,,,3488.920166015625,3819.63427734375,3762.21142578125,3864.21533203125,-1.2400392961353646e-06,5.835354328155518,0.02550181932747364,0.026108870282769203,0.025682616978883743,0.0257271621376276,0.6420688033103943,0.6603479981422424,0.6448095440864563,0.7673603892326355,0.3236241936683655,0.32826611399650574,0.3256886601448059,0.325252503156662,,,,,,,,,,,,,,,
16,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.644454257795587e-05,9.644454257795587e-05,3.117631877103122e-06,,,,,,,,,,,,
16,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04241761192679405,0.2633604109287262,0.162633016705513,0.04497286677360535,0.2606858015060425,9.213006019592285,0.15502136945724487,0.04241761192679405,0.010378368198871613,0.25789472460746765,0.28387096524238586,0.24561403691768646
16,1546,,,,,,,,,,3519.05859375,3801.00341796875,3760.199462890625,3864.2802734375,-1.7024268572640722e-06,5.7912678718566895,0.02536330558359623,0.026028933003544807,0.025609008967876434,0.025592228397727013,0.6413986682891846,0.6571794152259827,0.6441918015480042,0.7583730220794678,0.31975430250167847,0.325581818819046,0.3218775689601898,0.3213649392127991,,,,,,,,,,,,,,,
17,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.610043343855068e-05,9.610043343855068e-05,3.1065080747794127e-06,,,,,,,,,,,,
17,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5741095719859e-05,9.5741095719859e-05,3.0948924631957198e-06,,,,,,,,,,,,
17,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03705591708421707,0.22934076189994812,0.16017866134643555,0.04436303302645683,0.25502392649650574,9.018292427062988,0.13486963510513306,0.03705591708421707,0.008541022427380085,0.23803827166557312,0.27444443106651306,0.19696970283985138
17,1637,,,,,,,,,,3369.769287109375,3797.044189453125,3749.913330078125,3859.576171875,0.005296355113387108,5.683627605438232,0.024613922461867332,0.025122743099927902,0.0247256588190794,0.025010008364915848,0.628582239151001,0.6421788930892944,0.6310600638389587,0.741631269454956,0.3156275451183319,0.3197033703327179,0.3166242837905884,0.31945180892944336,,,,,,,,,,,,,,,
18,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53666603891179e-05,9.53666603891179e-05,3.0827884529571747e-06,,,,,,,,,,,,
18,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49772511376068e-05,9.49772511376068e-05,3.0702005915372865e-06,,,,,,,,,,,,
18,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04413985460996628,0.2509363293647766,0.16956757009029388,0.048241663724184036,0.251036673784256,8.815886497497559,0.15284088253974915,0.04413985460996628,0.0080498568713665,0.2322966456413269,0.30385488271713257,0.21371610462665558
18,1728,,,,,,,,,,3348.623046875,3794.282470703125,3799.845458984375,3861.43798828125,-1.2610569228854729e-06,5.6667304039001465,0.024933649227023125,0.025456011295318604,0.02516714483499527,0.02519267052412033,0.6292726993560791,0.6416563987731934,0.630936861038208,0.741908073425293,0.3122893273830414,0.3173462748527527,0.3145076036453247,0.31546103954315186,,,,,,,,,,,,,,,
19,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.457299165660515e-05,9.457299165660515e-05,3.057132516914862e-06,,,,,,,,,,,,
19,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.415401291335002e-05,9.415401291335002e-05,3.0435887765634106e-06,,,,,,,,,,,,
19,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03491175174713135,0.2317018359899521,0.16413180530071259,0.044988956302404404,0.24250398576259613,9.004044532775879,0.13730521500110626,0.03491175174713135,0.007453762926161289,0.21794258058071136,0.2651593089103699,0.20574162900447845
19,1819,,,,,,,,,,3255.14111328125,3755.62890625,3687.241455078125,3851.277587890625,-1.7024268572640722e-06,5.5956525802612305,0.02422097697854042,0.024806035682559013,0.024403072893619537,0.024831498041749,0.6219013929367065,0.6333960890769958,0.6241655945777893,0.7310710549354553,0.3088352382183075,0.31360575556755066,0.3102101981639862,0.31425508856773376,,,,,,,,,,,,,,,
20,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.372046042699367e-05,9.372046042699367e-05,3.0295739179564407e-06,,,,,,,,,,,,
20,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.327247244073078e-05,9.327247244073078e-05,3.0150924885674613e-06,,,,,,,,,,,,
20,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041532937437295914,0.22764228284358978,0.1570018231868744,0.04477375000715256,0.23851674795150757,8.956442832946777,0.13513629138469696,0.041532937437295914,0.013709492981433868,0.22631579637527466,0.24561403691768646,0.21212121844291687
20,1910,,,,,,,,,,3334.901611328125,3769.565185546875,3654.0400390625,3849.979248046875,-1.7024268572640722e-06,5.554152011871338,0.023997671902179718,0.02435564622282982,0.024057283997535706,0.024200936779379845,0.6206488013267517,0.6328593492507935,0.6230342984199524,0.725486159324646,0.3074530363082886,0.3104575574398041,0.3078556954860687,0.3087669014930725,,,,,,,,,,,,,,,
21,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.281020174967125e-05,9.281020174967125e-05,3.0001492632436566e-06,,,,,,,,,,,,
21,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.233379387296736e-05,9.233379387296736e-05,2.984749016832211e-06,,,,,,,,,,,,
21,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03542828932404518,0.2124634087085724,0.15470580756664276,0.045352838933467865,0.23708133399486542,9.06753921508789,0.12081179022789001,0.03542828932404518,0.012784894555807114,0.23604466021060944,0.22339490056037903,0.20255182683467865
21,2001,,,,,,,,,,3416.41796875,3747.8271484375,3683.170166015625,3853.19384765625,-1.3661450566360145e-06,5.471735954284668,0.023496359586715698,0.023946307599544525,0.023569364100694656,0.0238896943628788,0.6137738823890686,0.6245236992835999,0.6155964136123657,0.7172251343727112,0.301313191652298,0.30489999055862427,0.30204060673713684,0.30479878187179565,,,,,,,,,,,,,,,
22,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.184340888168663e-05,9.184340888168663e-05,2.9688972063013352e-06,,,,,,,,,,,,
22,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04000094160437584,0.23736461997032166,0.15410201251506805,0.04377644136548042,0.23763954639434814,9.141876220703125,0.1447269767522812,0.04000094160437584,0.007019709795713425,0.2207336574792862,0.2733887732028961,0.20972886681556702
22,2092,,,,,,,,,,3321.6611328125,3732.405029296875,3721.243896484375,3849.455810546875,-1.2400392961353646e-06,5.448334217071533,0.023343119770288467,0.02365921437740326,0.02339816465973854,0.023551026359200478,0.6126678586006165,0.6214189529418945,0.6145443916320801,0.7120447754859924,0.30064383149147034,0.30385175347328186,0.30135825276374817,0.3030964136123657,,,,,,,,,,,,,,,
23,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.133921412285417e-05,9.133921412285417e-05,2.952598833871889e-06,,,,,,,,,,,,
23,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.082136966753751e-05,9.082136966753751e-05,2.9358591291384073e-06,,,,,,,,,,,,
23,2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036757566034793854,0.21795444190502167,0.14731357991695404,0.04358816519379616,0.23787878453731537,9.110973358154297,0.12571904063224792,0.036757566034793854,0.011239610612392426,0.22192981839179993,0.24771574139595032,0.19457735121250153
23,2183,,,,,,,,,,3323.007568359375,3749.749755859375,3644.0166015625,3849.455810546875,-1.4922507034498267e-06,5.428786754608154,0.023348135873675346,0.02380518987774849,0.023540379479527473,0.023771479725837708,0.6096494793891907,0.6197571754455566,0.6105108857154846,0.7030364871025085,0.2993486225605011,0.3032759428024292,0.30067431926727295,0.3034549951553345,,,,,,,,,,,,,,,
24,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.029005013871938e-05,9.029005013871938e-05,2.9186837764427764e-06,,,,,,,,,,,,
24,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.974542288342491e-05,8.974542288342491e-05,2.9010784601268824e-06,,,,,,,,,,,,
24,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04221959784626961,0.24668797850608826,0.14500953257083893,0.04347604513168335,0.24138756096363068,8.879443168640137,0.14936964213848114,0.04221959784626961,0.010220760479569435,0.24202552437782288,0.28877004981040955,0.21531100571155548
24,2274,,,,,,,,,,3301.02099609375,3723.859619140625,3630.2900390625,3853.505615234375,-1.3451274298859062e-06,5.393423557281494,0.023049727082252502,0.02353791519999504,0.023156998679041862,0.023464465513825417,0.606145441532135,0.6149448156356812,0.6080019474029541,0.7021111249923706,0.2965960204601288,0.3011854887008667,0.29780110716819763,0.30250489711761475,,,,,,,,,,,,,,,
25,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.918768435250968e-05,8.918768435250968e-05,2.8830490919062868e-06,,,,,,,,,,,,
25,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.861700189299881e-05,8.861700189299881e-05,2.8646013561228756e-06,,,,,,,,,,,,
25,2365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03525303304195404,0.2131887972354889,0.14538025856018066,0.04416115581989288,0.23955342173576355,9.384998321533203,0.11850228905677795,0.03525303304195404,0.016401730477809906,0.22248804569244385,0.24583333730697632,0.1881977617740631
25,2365,,,,,,,,,,3383.51025390625,3697.74169921875,3687.31787109375,3856.190673828125,-1.4081803101362311e-06,5.3224382400512695,0.022685935720801353,0.022984029725193977,0.02279035933315754,0.023070627823472023,0.6019836664199829,0.6098657250404358,0.6037700772285461,0.6933107972145081,0.2925431728363037,0.29508063197135925,0.2934466302394867,0.29685643315315247,,,,,,,,,,,,,,,
26,2366,0.04849838837981224,0.3539276123046875,8.818297386169434,0.2141541987657547,0.04849838837981224,0.0024550058878958225,0.25303515791893005,0.3954634964466095,0.3202875256538391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
